Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,240,0,240,0,240,0,240
A01,Sample X1,A,1.303,1.309,3834,3872,1963,2008,951,974
A02,Sample X2,A,1.272,1.27,3722,3820,1959,1985,943,958
A03,Sample X3,A,1.243,1.243,3681,3778,1908,1938,933,946
A04,Sample X4,A,1.223,1.227,3673,3739,1889,1923,918,944
A05,Sample X5,A,1.199,1.216,3615,3707,1895,1915,911,939
A06,Sample X6,A,1.206,1.211,3594,3683,1873,1904,904,920
A07,Sample X7,A,1.263,1.266,3751,3825,1942,1976,943,963
A08,Sample X8,A,1.231,1.226,3785,3867,1973,1985,954,968
A09,Sample X9,A,1.208,1.222,3800,3875,1962,2007,952,968
A10,Sample X10,A,1.188,1.206,3765,3854,1938,1991,942,958
A11,Sample X11,A,1.156,1.19,3769,3834,1964,1991,944,966
A12,Sample X12,A,1.125,1.159,3723,3803,1940,1963,932,952
B01,Sample X13,A,1.407,1.437,4006,4063,2063,2106,1003,1016
B02,Sample X14,A,1.39,1.376,3879,3992,2038,2046,990,1006
B03,Sample X15,A,1.368,1.361,3844,3945,2001,2033,967,988
B04,Sample X16,A,1.363,1.345,3844,3917,1994,2041,968,985
B05,Sample X17,A,1.358,1.329,3835,3897,1980,2029,959,979
B06,Sample X18,A,1.334,1.306,3785,3858,1966,1995,955,976
B07,Sample X19,A,1.36,1.332,3913,3987,2047,2081,984,1006
B08,Sample X20,A,1.332,1.301,4394,4547,2278,2331,1101,1134
B09,Sample X21,A,1.295,1.272,4502,4607,2330,2377,1124,1160
B10,Sample X22,A,1.29,1.238,4528,4638,2347,2420,1135,1163
B11,Sample X23,A,1.285,1.237,4567,4723,2395,2452,1151,1185
B12,Sample X24,A,1.165,1.215,4675,4800,2423,2485,1175,1204
C01,Sample X25,A,1.282,1.297,3754,3812,1960,1974,946,966
C02,Sample X26,A,1.411,1.401,3988,4095,2084,2101,998,1017
C03,Sample X27,A,1.382,1.388,4021,4055,2075,2115,1004,1020
C04,Sample X28,A,1.378,1.371,4030,4117,2068,2123,1011,1023
C05,Sample X29,A,1.361,1.354,4041,4104,2089,2133,1012,1038
C06,Sample X30,A,1.339,1.338,4037,4113,2093,2123,1009,1027
C07,Sample X31,A,1.397,1.382,4520,4613,2334,2387,1131,1153
C08,Sample X32,A,1.369,1.371,8695,9032,4501,4631,2165,2256
C09,Sample X33,A,1.338,1.326,10237,10681,5278,5488,2533,2654
C10,Sample X34,A,1.32,1.306,10912,11308,5600,5788,2679,2794
C11,Sample X35,A,1.297,1.297,10678,11046,5479,5704,2655,2749
C12,Sample X36,A,1.201,1.265,11511,11880,5917,6113,2840,2967
D01,Sample X37,A,1.358,1.383,3907,3958,2012,2046,969,994
D02,Sample X38,A,1.363,1.36,4281,4371,2217,2258,1073,1092
D03,Sample X39,A,1.204,1.188,4025,4225,2081,2162,1007,1041
D04,Sample X40,A,1.339,1.331,4934,5038,2540,2607,1223,1266
D05,Sample X41,A,1.318,1.312,5207,5326,2686,2767,1305,1332
D06,Sample X42,A,1.304,1.295,5285,5465,2739,2803,1322,1364
D07,Sample X43,A,1.342,1.342,5288,5439,2733,2814,1320,1357
D08,Sample X44,A,1.318,1.3,28466,29452,14617,15078,7015,7359
D09,Sample X45,A,1.291,1.26,38064,39636,19665,20458,9480,9857
D10,Sample X46,A,1.267,1.251,41585,43087,21446,22208,10271,10733
D11,Sample X47,A,1.234,1.24,42718,44501,21968,22922,10536,11086
D12,Sample X48,A,1.084,1.13,32314,35499,16445,18124,7756,8642
E01,Sample X49,A,1.339,1.373,3863,3960,2008,2041,969,990
E02,Sample X50,A,1.352,1.349,5473,5612,2818,2896,1359,1400
E03,Sample X51,A,1.332,1.31,6707,6918,3459,3559,1676,1727
E04,Sample X52,A,1.319,1.304,8002,8205,4124,4249,1986,2050
E05,Sample X53,A,1.304,1.295,8975,9328,4651,4831,2233,2324
E06,Sample X54,A,1.288,1.282,9478,9823,4877,5025,2348,2434
E07,Sample X55,A,1.376,1.357,6153,6280,3171,3242,1536,1575
E08,Sample X56,A,1.351,1.336,67945,70665,35100,36391,16940,17666
E09,Sample X57,A,1.316,1.29,104125,107588,53790,55650,25991,26902
E10,Sample X58,A,1.279,1.263,116803,120652,60324,62349,29144,30166
E11,Sample X59,A,1.246,1.228,122686,126657,63448,65401,30681,31798
E12,Sample X60,A,1.153,1.202,125281,130151,64732,67383,31114,32492
F01,Sample X61,A,1.448,1.463,4073,4128,2085,2119,1012,1032
F02,Sample X62,A,1.356,1.345,5406,5635,2751,2903,1324,1393
F03,Sample X63,A,1.405,1.405,7530,7719,3901,3997,1878,1930
F04,Sample X64,A,1.391,1.393,9246,9515,4792,4925,2294,2376
F05,Sample X65,A,1.377,1.391,10558,10941,5459,5626,2630,2728
F06,Sample X66,A,1.342,1.354,11585,11990,5931,6171,2865,2998
F07,Sample X67,A,1.238,1.231,4933,5379,2537,2731,1212,1311
F08,Sample X68,A,1.381,1.377,77958,80119,40227,41429,19409,20103
F09,Sample X69,A,1.344,1.348,161667,166068,83581,86058,40380,41783
F10,Sample X70,A,1.292,1.307,188577,193865,97814,100438,47529,48837
F11,Sample X71,A,1.262,1.262,136013,140683,70838,72920,34010,35229
F12,Sample X72,A,1.188,1.239,141684,145528,73170,75611,35447,36652
H03,Blank B,A,0.053,0.05,2007,2032,1052,1054,512,514
H04,Blank B,A,0.052,0.048,2026,2041,1046,1058,508,519
H05,Negative control N,A,1.512,1.511,3899,3933,2018,2044,984,985
H06,Negative control N,A,1.494,1.498,3844,3937,2010,2031,972,980
H07,Blank B,B,0.054,0.05,1839,1861,952,965,460,469
H08,Blank B,B,0.054,0.049,1981,2002,1035,1046,502,504
H09,Negative control N,B,1.745,1.781,4810,4849,2491,2495,1213,1222
H10,Negative control N,B,1.78,1.822,4803,4834,2495,2520,1204,1216
H11,Positive control P,B,1.81,1.818,87603,89252,45210,46130,21718,22339
H12,Positive control P,B,1.906,1.893,92684,94791,47967,49147,23092,23784
