e17x32STPhoRadA,e32x33NrdJ1,e16x32STPhoRadA,e22x30SspGyrB,e38x33MjaKlbA,e17x33NrdJ1,e11x33NrdA2,e22x33NrdJ1,e20x33NrdJ1,e17x30MjaKlbA,e17x32NrdJ1,e17x33NrdA2
0.007100467410967724,0.006146290855861754,0.004567275688786567,0.010928914084060935,0.004649058759812174,0.003311988027713767,0.01002855758725832,0.0009178174204487183,0.0034294584907136353,0.004882844088882831,0.010906047564913856,0.006731422256862508
0.008038308416830921,0.006583424370097742,0.002959060583712315,0.011660708420384547,0.005610867223989363,0.002688469666969479,0.01119441611990456,0.0072722133790341535,0.004933617829349693,0.016889134112083863,0.01483387639633503,0.008044619843496793
0.008198185767928825,0.007190365476116558,0.001979877974654401,0.014226844993037476,0.005413728226371823,0.00438896170879444,0.01133735936063797,0.006768751687060736,0.005233736325760161,0.02474942605342202,0.01580544088941439,0.007689437557458422
0.00797753900759724,0.007431623149637507,0.002109627004654379,0.01130770499377088,0.005306750802440767,0.004701133888226735,0.011510753696351716,0.006189890089948759,0.005008063302294975,0.030385490925395435,0.016490045966997716,0.00818783818572626
0.007892597956504486,0.008658111989574037,0.0021128487055234743,0.016689546100950723,0.0050810724246881465,0.004314743193946165,0.012028424186431123,0.006143117737968719,0.00606752710081507,0.031741987191207646,0.016246095342985264,0.007248081637645571
0.008537862332640124,0.0076131364846037455,0.0013917333438195501,0.018164440775259076,0.005664148536825522,0.005341117302731308,0.011664317190968086,0.006576810257647361,0.006008506716789758,0.03620811299731694,0.01480854046257283,0.008698199217405363
0.0064050071559611675,0.006613918900424029,0.007667653842416097,0.011222789334984776,0.0035957727268205114,0.004158106777821664,0.00665110312124047,0.002903327516481326,0.004241105123916733,0.003647410608499986,0.011599842544023544,0.0015592740236737232
0.0114348493986797,0.012365661607413713,0.017677822764737085,0.03823535646617936,0.006287572474914158,0.009468788052906515,0.005084147682362564,0.016771158644162922,0.013101713108817498,0.0335398199757194,0.02856898712856703,0.01235110582527179
0.015039414001101137,0.013827068689500139,0.027724614226770146,0.06948253372730734,0.007947628440222503,0.007061164146377631,0.005090465128742207,0.01861593646769804,0.015841711572051987,0.05650948692477787,0.03425887469565978,0.01883076306767119
0.01612222037678259,0.01436325744141305,0.03469449736789407,0.10031038252931906,0.008245869147893829,0.0071453238459311605,0.006078348465424937,0.010465488136156158,0.017033151602241992,0.07639476505214679,0.016949177904520323,0.026837003478067216
0.017275034551255026,0.015372442403496661,0.03297622523926867,0.10960873393121164,0.00906887014707938,0.010979462739511458,0.006720220748311514,0.01712830798052607,0.01845959487907539,0.08912281137356828,0.036728123613448856,0.027102922122834997
0.01739609601175236,0.016076540445303673,0.03093207105590532,0.1211809687546951,0.013890945443929145,0.012183940478248785,0.007652870756766355,0.010823096707793713,0.022885672210255996,0.09116562191842417,0.037608529496675036,0.0021144490538851845
0.008608148202258577,0.010548059673202898,0.004493553427064052,0.012281691578102598,0.004592057954073997,0.011954301571654866,0.008831072134091272,0.01025298098634143,0.012450393870043208,0.004886312453353008,0.018879718937209848,0.0016261985561126873
0.054845812557731605,0.04762198378994085,0.005589937015262573,0.015355135053801493,0.024176862588356114,0.050941500460067075,0.009501353425703647,0.059867909718729434,0.08106244481189034,0.16026738190305576,0.1593188041132485,0.0028093449194685066
0.07678120247657164,0.06367121587376946,0.0031645865059587094,0.02016254726723453,0.03484576350480828,0.053873414198439225,0.01116491138031123,0.08720943175274809,0.10938291819757759,0.26640551783660094,0.1884292974440858,0.0030469147496886093
0.08782916785421095,0.05707802631417412,0.003358608118763339,0.024285141734322543,0.03783558505183954,0.05755613688407548,0.012176491001126302,0.10844818990686067,0.12096049224256117,0.35002613963883683,0.10540884977608835,0.0026014224551531625
0.0899106198282491,0.057245633651755334,0.0024026192909281734,0.028117879354591875,0.04587872064566062,0.06289538431901168,0.013001148779508474,0.10606057540056218,0.12053502361745197,0.3932419930451597,0.2097205437553893,0.0037680841036296965
0.09377294250516108,0.0560978327898181,0.0015567592717866206,0.028125909966748026,0.07134544243009665,0.0676433397446298,0.013819943712445156,0.10603389323323709,0.14291685054626138,0.42718474978484067,0.21897475616505163,0.1908029548654826
0.011173664023202131,0.021024700531062784,0.003807552844678636,0.012423039727428586,0.0076388135914010336,0.020161231041486108,0.007647742826018352,0.007715007377209417,0.026682771622322334,0.008564048812883703,0.027561373275418057,0.00928459021011638
0.3029762484152073,0.2931983641791571,0.010525734067683461,0.04631984464630509,0.16286752359490192,0.295973850451957,0.0062975902436225506,0.21422539885337688,0.41859150112086163,0.6183542228979522,0.751015705446969,0.33208001040526575
0.532400477791652,0.3573058969268832,0.004655959686776057,0.07508772254039642,0.11078156995438224,0.3982879664088108,0.00758028326621847,0.22931185244215274,0.6011057148586854,1.164714910736378,1.0677713281686505,0.5057936938306226
0.588187844284868,0.3659476826046032,0.01727412502249718,0.10333331576414917,0.31679056457043103,0.4544662647941002,0.007821299128207223,0.6006380460606249,0.6675395029629232,1.2603548783331986,1.1819451608274611,0.6821565752438985
0.6218766157606503,0.37600507175106335,0.01756789696433953,0.11888938575409416,0.352859864773657,0.4790845567258226,0.009768275920635928,0.6583163117218993,0.702194325163265,1.439593287911463,1.2760333883626591,0.7717263694540553
0.648136108773061,0.3801099850230355,0.14689064355618703,0.3953464227684671,0.5205301012388025,0.5304957660541416,0.003055460225350024,0.6207007551207748,0.5836838976385645,1.46867598650766,0.60534948110087,1.0120350823066415
0.013020438551356636,0.03711152759496073,0.0040380611320247044,0.01334857353537841,0.012474090310222598,0.024984719563615823,0.005281054137497105,0.010461286902255116,0.039544465158815656,0.014438993769328373,0.02741092864064823,0.013764438523868843
0.5157733098493658,0.8493511113825967,0.12038969516001288,0.1518932079212474,0.5196347804983521,0.8677169740466217,0.029398858533762028,0.30200309762494415,1.0641272388608467,0.88909312058182,1.2091671352258166,0.4695851931540225
1.194346273678375,1.2664212523537874,0.28939379921069863,0.33386649017470704,0.873037052420913,1.3578649103195335,0.029495224851229292,0.7961499388161299,1.713054270710549,1.6565126825669378,2.1658953058354715,0.9476904885040885
1.388801239347813,1.4177511756357122,0.37880374304997055,0.5100274393670405,1.0697755104372462,1.6138029127421518,0.026895247621736902,1.153501268990719,1.9794858667217887,1.907389636166086,2.5527141486993647,1.0312327002024462
1.491000297597299,1.4633523020838002,0.4185855605774541,0.5609301167193239,1.1678330887100277,1.7861031224928858,0.01196615152411403,1.286043118345391,2.1492375082584405,2.042631706048156,2.6789242455564297,1.1457547068134812
1.4771500172236807,1.4719539778004072,0.5692762169367152,0.6474681144613591,1.5243650249489245,1.9047013615049164,0.034350016966757435,1.3410252171406882,2.3067924284446777,2.189233651027926,2.5697200926897503,1.6823934043135216
0.015804481947116027,0.03679363009178717,0.010331690842921844,0.02265698677250058,0.014014741359456899,0.024946422768391076,0.00112130742063617,0.011046165743961424,0.026063810883137393,0.018595703484442526,0.029989830783531568,0.009925791830275213
0.8769065513578602,0.9916547041160152,0.5573967824536522,0.5260610355698885,0.6255655191897564,0.9092919532236001,0.7702737818159208,0.36313027806898834,1.1901255838922955,1.2854879405844946,1.3847601444905453,0.5526013755902441
1.3828655176440015,1.2931969582791836,1.47661533286689,1.0118719744963232,1.5015141752748782,2.0971020948184003,1.9963691781102044,0.8880528654732479,2.6044032572785083,1.916096674703427,2.3991807793199267,0.8744486130154046
1.6776137056124882,1.459677716031488,2.4275598015551427,1.5340206936638707,1.8490153037695052,2.540341868551433,1.8474500427622382,1.2676087594763157,3.180542256716901,2.0440349500250283,2.77314826345033,1.3646944516000112
1.7289277338403153,1.5329854063859116,2.698677290723232,1.735969919047934,1.3775823826218487,1.8524909978958464,2.308078112828869,1.4404656203887845,2.338644540431977,2.272014807426703,3.0774756284809826,1.5294540697162964
1.8225282584170368,1.6092023114857616,2.7812759115090038,1.854088717834384,1.7946904528464378,2.0811504736601103,1.9789870995753733,1.542515685113763,2.5419731085927078,2.4065301798637275,3.1818873105340466,1.9440399716813128
